channel_id,rel_x,rel_y,ccf_ap,ccf_dv,ccf_ml,region_id,acronym
286,758.0,3225.0,9232.599955279733,1195.5942164871417,5806.321821236379,0,Void
287,790.0,3225.0,9232.599955279733,1196.4889714071996,5838.309309628452,0,Void
288,758.0,2520.0,9339.759324723977,1892.130117874723,5786.838299519242,10,SCig
289,790.0,2520.0,9339.759324723977,1893.024872794781,5818.825787911316,10,SCig
290,758.0,2535.0,9337.479338140056,1877.3102050792425,5787.252842534501,10,SCig
291,790.0,2535.0,9337.479338140056,1878.2049599993004,5819.240330926575,10,SCig
292,758.0,2550.0,9335.199351556137,1862.490292283762,5787.667385549759,10,SCig
293,790.0,2550.0,9335.199351556137,1863.38504720382,5819.654873941833,10,SCig
294,758.0,2565.0,9332.919364972216,1847.6703794882815,5788.081928565018,10,SCig
295,790.0,2565.0,9332.919364972216,1848.5651344083394,5820.069416957092,10,SCig
296,758.0,2580.0,9330.639378388296,1832.850466692801,5788.496471580276,10,SCig
297,790.0,2580.0,9330.639378388296,1833.745221612859,5820.483959972349,10,SCig
298,758.0,2595.0,9328.359391804377,1818.0305538973207,5788.911014595535,10,SCig
299,790.0,2595.0,9328.359391804377,1818.9253088173787,5820.898502987608,10,SCig
300,758.0,2610.0,9326.079405220456,1803.2106411018403,5789.325557610793,10,SCig
301,790.0,2610.0,9326.079405220456,1804.1053960218983,5821.313046002866,10,SCig
302,758.0,2625.0,9323.799418636536,1788.3907283063597,5789.74010062605,851,SCop
303,790.0,2625.0,9323.799418636536,1789.2854832264177,5821.727589018124,10,SCig
304,758.0,2640.0,9321.519432052617,1773.5708155108794,5790.154643641308,851,SCop
305,790.0,2640.0,9321.519432052617,1774.4655704309373,5822.142132033382,851,SCop
306,758.0,2655.0,9319.239445468696,1758.7509027153988,5790.569186656567,851,SCop
307,790.0,2655.0,9319.239445468696,1759.6456576354567,5822.5566750486405,851,SCop
308,758.0,2670.0,9316.959458884776,1743.9309899199184,5790.983729671825,851,SCop
309,790.0,2670.0,9316.959458884776,1744.8257448399763,5822.971218063899,851,SCop
310,758.0,2685.0,9314.679472300855,1729.111077124438,5791.398272687084,851,SCop
311,790.0,2685.0,9314.679472300855,1730.005832044496,5823.3857610791565,851,SCop
312,758.0,2700.0,9312.399485716936,1714.2911643289576,5791.812815702342,851,SCop
313,790.0,2700.0,9312.399485716936,1715.1859192490156,5823.800304094415,851,SCop
314,758.0,2715.0,9310.119499133016,1699.471251533477,5792.2273587176005,851,SCop
315,790.0,2715.0,9310.119499133016,1700.366006453535,5824.214847109673,851,SCop
316,758.0,2730.0,9307.839512549095,1684.6513387379966,5792.641901732857,851,SCop
317,790.0,2730.0,9307.839512549095,1685.5460936580546,5824.629390124931,851,SCop
318,758.0,2745.0,9305.559525965176,1669.8314259425163,5793.056444748116,851,SCop
319,790.0,2745.0,9305.559525965176,1670.7261808625742,5825.043933140189,851,SCop
320,758.0,2760.0,9303.279539381256,1655.0115131470357,5793.470987763374,851,SCop
321,790.0,2760.0,9303.279539381256,1655.9062680670936,5825.458476155448,851,SCop
322,758.0,2775.0,9300.999552797335,1640.1916003515553,5793.8855307786325,842,SCsg
323,790.0,2775.0,9300.999552797335,1641.0863552716132,5825.873019170706,851,SCop
324,758.0,2790.0,9298.719566213416,1625.371687556075,5794.300073793891,842,SCsg
325,790.0,2790.0,9298.719566213416,1626.2664424761329,5826.287562185964,851,SCop
326,758.0,2805.0,9296.439579629496,1610.5517747605943,5794.714616809149,842,SCsg
327,790.0,2805.0,9296.439579629496,1611.4465296806522,5826.702105201222,851,SCop
