channel_id,rel_x,rel_y,ccf_ap,ccf_dv,ccf_ml,region_id,acronym
328,758.0,2820.0,9294.159593045575,1595.731861965114,5795.129159824408,842,SCsg
329,790.0,2820.0,9294.159593045575,1596.6266168851719,5827.116648216481,851,SCop
330,758.0,2835.0,9291.879606461654,1580.9119491696335,5795.543702839665,842,SCsg
331,790.0,2835.0,9291.879606461654,1581.8067040896915,5827.531191231738,851,SCop
332,758.0,2850.0,9289.599619877736,1566.092036374153,5795.958245854923,842,SCsg
333,790.0,2850.0,9289.599619877736,1566.986791294211,5827.945734246997,842,SCsg
334,758.0,2865.0,9287.319633293815,1551.2721235786726,5796.3727888701815,842,SCsg
335,790.0,2865.0,9287.319633293815,1552.1668784987305,5828.360277262255,842,SCsg
336,758.0,3240.0,9230.319968695814,1180.7743036916613,5806.7363642516375,0,Void
337,790.0,3240.0,9230.319968695814,1181.6690586117193,5838.72385264371,0,Void
338,758.0,3255.0,9228.039982111894,1165.954390896181,5807.150907266894,0,Void
339,790.0,3255.0,9228.039982111894,1166.849145816239,5839.138395658968,0,Void
340,758.0,3270.0,9225.759995527973,1151.1344781007006,5807.565450282153,0,Void
341,790.0,3270.0,9225.759995527973,1152.0292330207585,5839.552938674226,0,Void
342,758.0,3285.0,9223.480008944054,1136.31456530522,5807.979993297411,0,Void
343,790.0,3285.0,9223.480008944054,1137.209320225278,5839.967481689485,0,Void
344,758.0,3300.0,9221.200022360134,1121.4946525097396,5808.3945363126695,0,Void
345,790.0,3300.0,9221.200022360134,1122.3894074297975,5840.382024704742,0,Void
346,758.0,3315.0,9218.920035776213,1106.6747397142592,5808.809079327928,0,Void
347,790.0,3315.0,9218.920035776213,1107.5694946343172,5840.796567720001,0,Void
348,758.0,3330.0,9216.640049192292,1091.8548269187786,5809.223622343186,0,Void
349,790.0,3330.0,9216.640049192292,1092.7495818388365,5841.211110735259,0,Void
350,758.0,3345.0,9214.360062608373,1077.0349141232982,5809.638165358443,0,Void
351,790.0,3345.0,9214.360062608373,1077.9296690433562,5841.625653750517,0,Void
352,758.0,3360.0,9212.080076024453,1062.2150013278178,5810.0527083737015,0,Void
353,790.0,3360.0,9212.080076024453,1063.1097562478758,5842.040196765775,0,Void
354,758.0,3375.0,9209.800089440532,1047.3950885323372,5810.46725138896,0,Void
355,790.0,3375.0,9209.800089440532,1048.2898434523952,5842.454739781034,0,Void
356,758.0,3390.0,9207.520102856613,1032.5751757368569,5810.881794404218,0,Void
357,790.0,3390.0,9207.520102856613,1033.4699306569148,5842.869282796292,0,Void
358,758.0,3405.0,9205.240116272693,1017.7552629413765,5811.296337419477,0,Void
359,790.0,3405.0,9205.240116272693,1018.6500178614345,5843.28382581155,0,Void
360,758.0,3420.0,9202.960129688772,1002.9353501458959,5811.710880434735,0,Void
361,790.0,3420.0,9202.960129688772,1003.830105065954,5843.698368826808,0,Void
362,758.0,3435.0,9200.680143104853,988.1154373504155,5812.125423449994,0,Void
363,790.0,3435.0,9200.680143104853,989.0101922704736,5844.112911842067,0,Void
364,758.0,3450.0,9198.400156520933,973.2955245549351,5812.5399664652505,0,Void
365,790.0,3450.0,9198.400156520933,974.1902794749932,5844.527454857324,0,Void
366,758.0,3465.0,9196.120169937012,958.4756117594546,5812.954509480509,0,Void
367,790.0,3465.0,9196.120169937012,959.3703666795127,5844.941997872583,0,Void
368,758.0,3480.0,9193.840183353092,943.6556989639741,5813.369052495767,0,Void
369,790.0,3480.0,9193.840183353092,944.5504538840322,5845.356540887841,0,Void
370,758.0,3495.0,9191.560196769173,928.8357861684938,5813.783595511026,0,Void
371,790.0,3495.0,9191.560196769173,929.7305410885518,5845.7710839031,0,Void
372,758.0,3510.0,9189.280210185252,914.0158733730133,5814.198138526284,0,Void
373,790.0,3510.0,9189.280210185252,914.9106282930713,5846.185626918357,0,Void
374,758.0,3525.0,9187.000223601332,899.1959605775328,5814.612681541543,0,Void
375,790.0,3525.0,9187.000223601332,900.0907154975908,5846.600169933616,0,Void
376,758.0,3540.0,9184.720237017413,884.3760477820524,5815.027224556801,0,Void
377,790.0,3540.0,9184.720237017413,885.2708027021105,5847.014712948874,0,Void
378,758.0,3555.0,9182.440250433492,869.5561349865719,5815.441767572058,0,Void
379,790.0,3555.0,9182.440250433492,870.45088990663,5847.429255964132,0,Void
380,758.0,3570.0,9180.160263849571,854.7362221910914,5815.856310587316,0,Void
381,790.0,3570.0,9180.160263849571,855.6309771111495,5847.84379897939,0,Void
382,758.0,3585.0,9177.880277265653,839.916309395611,5816.270853602575,0,Void
383,790.0,3585.0,9177.880277265653,840.8110643156691,5848.258341994649,0,Void
